AUTHORITARIANISM,SOCIALDOM,CRTScore3,CONSPIRACY,PARANOIA,CLOC,POLOC,ILOC,TRUSTState,ALT,Uk$Agreeableness,Uk$Conscientiousness,Uk$Neuroticism,Uk$Openness,Uk$Extraversion,Uk$MIGRANT1,Uk$MIGRANT2,Uk$COVID_Infected_Self_Binary,Uk$COVID_Infected_Rel_Binary,Uk$VAX,Uk$Sex,Uk$Employ_Binary,Uk$Education_Binary,Uk$TRUST6,Uk$TRUST7
32,30,3,45,15,15,9,11,12,30,6,8,7,9,9,8,9,0,1,1,1,1,1,5,5
31,28,0,26,9,10,15,14,20,36,5,6,6,6,6,6,6,0,0,1,0,1,1,4,4
36,19,1,35,18,14,12,10,21,37,5,6,6,5,5,6,7,0,0,1,0,1,1,5,5
40,29,2,11,8,12,18,10,17,43,9,9,3,6,5,10,10,1,0,0,0,1,1,5,5
28,29,0,17,11,12,17,9,14,21,7,9,4,7,10,7,7,0,0,1,0,1,1,4,4
22,26,0,23,13,13,14,12,13,34,6,8,9,3,2,5,3,0,0,1,0,1,1,5,5
23,32,0,40,10,13,16,12,17,20,8,10,4,6,6,6,3,0,0,0,0,1,1,4,4
36,27,0,28,15,10,14,10,15,29,5,6,9,7,3,8,5,0,0,1,1,1,1,4,4
29,14,3,37,10,9,12,12,16,27,7,6,4,5,6,9,8,0,0,1,0,1,1,5,5
23,30,0,30,15,12,12,12,8,25,8,4,9,8,7,4,4,0,0,1,0,0,1,2,2
34,21,0,42,12,6,16,8,13,23,5,9,2,8,5,6,4,0,0,1,1,1,1,5,4
23,12,0,33,17,13,8,13,11,35,6,8,10,5,5,2,2,0,0,0,0,0,0,3,4
27,8,1,55,17,12,12,9,5,9,2,10,4,4,2,1,1,0,0,1,0,0,1,3,3
35,30,0,23,7,13,16,12,12,22,7,8,10,5,5,6,6,0,0,1,0,0,1,4,4
30,32,1,39,18,16,10,11,11,35,7,6,6,6,4,7,6,0,1,1,1,1,1,5,5
38,16,3,28,11,13,13,10,11,21,5,8,4,5,4,10,10,0,0,1,1,1,1,4,4
26,16,0,36,10,13,16,10,16,36,7,9,6,6,6,9,8,0,0,0,0,1,1,4,4
19,33,0,25,8,3,15,10,20,35,7,10,5,7,8,4,1,0,1,1,1,1,1,4,5
28,31,0,42,21,16,12,9,18,41,6,6,6,7,5,9,8,1,0,1,1,1,1,3,3
30,32,0,36,22,18,11,10,17,40,6,5,6,6,3,7,7,0,0,0,1,1,1,5,5
23,26,0,47,5,13,15,10,18,43,10,10,2,6,6,8,8,0,0,1,1,1,1,5,5
30,32,0,23,24,17,11,10,19,29,6,6,6,6,4,6,7,0,1,0,1,1,1,4,3
30,30,0,40,25,21,9,9,13,25,7,4,7,7,5,7,7,1,1,0,1,0,1,1,1
30,32,0,30,16,12,12,12,15,27,6,6,6,6,6,5,5,0,0,1,1,1,1,3,3
30,24,1,16,10,9,9,17,19,24,6,7,7,5,7,5,3,0,0,0,1,1,1,2,3
34,33,1,36,15,11,6,11,13,27,7,4,7,8,7,7,7,0,0,0,1,1,1,2,5
35,9,0,30,11,11,14,14,14,27,8,10,3,10,10,8,9,0,0,1,0,1,1,4,4
29,34,1,39,21,14,14,12,8,35,6,7,7,8,6,5,4,0,0,1,1,1,1,2,2
37,27,3,27,16,13,16,12,12,28,4,6,5,8,4,9,9,0,0,1,1,0,1,4,4
30,32,0,30,15,12,12,12,15,27,6,6,6,6,6,6,6,0,0,0,1,1,1,3,3
26,20,1,38,18,19,9,9,21,40,6,6,6,6,4,7,8,0,0,1,1,1,1,5,5
21,22,0,37,15,10,15,10,12,43,6,9,5,6,5,9,6,0,0,1,1,1,1,4,5
34,32,0,30,20,12,12,12,15,27,6,6,6,6,6,7,5,0,0,1,0,0,1,3,3
30,32,0,30,15,12,12,12,15,27,6,6,6,6,6,5,5,0,0,1,0,0,1,3,3
27,12,0,25,10,10,14,10,16,37,9,8,4,6,4,7,8,0,0,1,1,1,1,4,4
37,10,3,26,14,16,18,9,19,33,7,7,8,6,4,8,9,0,0,1,1,1,1,5,5
18,31,0,45,21,14,12,10,5,21,4,6,7,4,4,4,5,0,0,1,0,0,1,4,4
25,13,0,19,13,12,12,15,14,27,9,7,10,7,5,5,5,0,0,0,0,1,1,3,4
23,8,0,46,10,16,12,14,13,36,6,10,8,9,6,9,8,0,0,0,0,0,1,3,4
34,17,0,52,14,14,12,12,9,9,5,5,6,5,3,4,3,0,0,1,0,1,1,4,4
25,32,0,34,18,16,15,13,16,28,6,7,10,7,5,6,7,0,1,1,0,1,1,4,4
30,21,1,35,13,13,10,11,12,35,5,4,8,4,4,7,7,0,0,1,1,1,1,4,4
34,25,0,47,18,12,13,12,12,29,4,10,10,10,6,6,6,0,0,0,0,1,1,4,5
18,17,0,55,21,12,12,18,13,17,3,5,10,9,5,1,1,0,0,0,0,0,1,1,3
30,26,0,18,14,11,11,10,15,23,6,5,6,6,4,7,6,0,0,0,1,1,1,2,3
33,24,0,27,12,9,15,13,15,29,5,10,6,5,3,6,5,0,0,1,0,1,1,3,4
31,28,2,34,12,11,14,11,15,33,7,5,6,6,4,7,7,0,0,1,1,1,1,4,4
30,32,0,49,25,21,9,9,14,43,5,9,7,7,5,5,5,0,0,1,0,1,1,3,3
29,32,0,35,19,9,15,11,14,33,6,8,4,6,4,7,7,0,0,1,1,1,1,4,4
36,8,0,53,5,3,15,3,7,45,10,10,3,8,10,10,10,0,0,0,0,1,1,2,2
32,35,0,30,6,14,11,13,20,19,6,6,6,6,6,1,1,0,0,1,0,1,1,4,4
28,26,0,33,16,11,14,11,16,26,5,4,7,7,7,7,6,0,0,1,0,1,1,3,3
20,22,0,30,21,10,11,8,15,36,8,10,4,4,3,6,7,0,0,1,0,1,1,3,4
30,32,0,51,20,16,12,11,21,36,6,6,4,6,4,7,6,0,0,0,0,1,1,5,5
37,10,0,32,13,11,13,13,11,38,6,9,9,9,8,8,8,0,0,1,0,0,1,4,3
21,32,0,30,5,12,12,12,13,30,7,10,7,7,7,5,4,0,0,1,0,1,1,3,5
43,11,2,33,14,9,13,11,9,36,5,8,8,10,6,9,7,0,0,1,0,1,1,5,4
29,36,1,32,15,10,16,16,21,27,5,6,7,6,5,8,7,0,0,1,1,1,1,5,5
31,29,2,23,5,14,15,11,16,27,9,8,8,8,6,7,5,0,0,1,0,1,1,3,3
30,19,0,28,5,12,18,12,21,43,8,6,6,8,6,3,3,1,0,1,0,1,1,5,5
48,8,2,41,5,7,17,12,5,41,4,10,3,9,7,10,10,0,0,1,1,1,1,3,4
34,30,0,33,20,12,13,10,13,30,4,9,7,4,5,4,7,0,0,1,1,1,1,2,3
30,32,0,38,14,12,12,12,15,27,6,6,6,6,6,6,5,0,0,0,1,1,1,4,4
30,32,0,30,15,12,12,12,15,27,6,6,6,6,6,5,5,0,0,0,0,1,1,3,3
28,36,0,42,14,8,16,11,15,36,6,6,6,6,5,8,9,0,0,1,1,1,1,4,4
40,16,0,24,6,10,14,11,20,39,7,10,2,8,9,10,10,0,0,1,1,0,1,4,4
40,14,1,38,14,8,12,9,9,34,4,8,8,9,6,7,8,0,1,0,0,1,1,5,5
32,32,0,30,15,15,12,6,15,27,6,6,6,6,6,7,6,0,0,1,1,1,1,5,5
25,24,0,41,7,10,11,10,15,35,9,7,6,9,7,5,5,1,0,1,0,1,1,4,5
43,9,2,30,13,12,12,12,15,27,6,6,6,6,6,10,10,0,0,0,0,1,1,3,3
26,15,0,47,10,9,13,12,9,36,6,10,3,7,6,9,8,0,0,0,0,1,1,2,3
31,38,3,40,5,3,15,10,17,28,9,6,3,10,8,8,7,0,0,1,1,1,1,3,3
34,15,2,35,13,11,13,11,21,45,6,7,7,6,5,10,10,1,0,1,0,1,1,5,5
29,11,0,38,8,15,13,12,10,34,6,7,7,6,7,10,10,0,0,1,0,1,1,4,4
24,20,1,49,7,12,8,13,22,33,9,10,6,6,6,1,1,0,0,1,0,0,1,5,5
30,32,0,30,15,11,13,12,15,27,6,7,6,6,6,6,5,0,0,1,1,1,1,3,3
31,18,2,23,12,8,16,7,16,31,6,5,6,5,4,7,7,0,0,1,1,1,1,4,4
42,27,1,35,16,13,11,11,14,34,7,7,6,5,5,5,4,0,0,1,1,1,1,4,4
34,29,3,24,13,10,16,8,17,27,8,8,5,7,7,7,8,0,0,0,0,1,1,4,4
28,26,3,37,7,8,18,11,19,41,10,9,3,7,7,7,6,0,0,1,1,1,1,4,5
30,32,0,20,10,6,14,14,25,19,6,6,6,6,8,6,7,0,0,1,1,1,1,5,5
32,28,1,28,16,10,16,11,15,30,4,8,6,6,7,6,7,0,0,0,1,1,1,2,2
28,36,1,43,18,13,9,14,16,21,6,6,6,6,6,8,7,0,0,0,1,1,1,4,4
30,38,0,34,20,18,9,10,20,36,6,6,6,6,4,6,8,0,0,0,1,1,1,4,4
30,33,3,30,25,21,9,9,15,45,6,6,6,6,2,1,5,0,0,0,1,1,0,3,3
31,32,1,32,21,16,14,13,15,17,6,6,6,6,6,1,1,0,0,0,1,1,0,3,5
24,27,0,40,11,5,18,9,15,32,6,8,3,9,7,5,6,0,0,1,1,1,1,3,4
27,30,0,33,7,11,14,10,20,31,8,8,2,5,6,5,5,0,0,1,1,1,1,4,4
42,15,3,28,16,16,16,14,14,20,4,4,6,6,5,7,8,0,0,0,0,0,1,4,4
30,32,0,44,11,7,14,13,19,28,5,7,7,7,8,7,8,0,0,1,1,1,1,3,3
31,28,3,35,10,13,14,12,14,32,7,7,8,5,4,7,6,0,0,0,0,1,1,4,5
27,32,0,45,13,14,9,12,18,25,5,7,8,7,7,5,1,0,0,1,0,1,1,3,3
24,30,0,38,12,15,11,11,20,36,8,6,5,6,6,7,7,0,0,1,1,1,1,4,4
27,28,0,39,18,14,12,12,16,24,6,6,7,5,5,7,7,0,0,1,1,1,1,4,4
28,30,0,24,7,6,14,12,17,37,9,10,3,5,5,5,5,0,0,1,0,1,1,4,4
33,34,0,35,15,17,12,10,15,25,6,6,6,5,5,1,4,0,0,1,0,1,1,3,3
41,8,1,48,5,18,11,12,9,41,8,5,4,7,7,8,8,0,0,1,0,0,1,3,4
31,28,3,31,10,12,13,11,14,25,6,9,4,7,7,7,5,0,0,1,1,1,1,3,4
16,17,0,32,8,12,12,12,22,44,9,10,7,5,5,7,9,0,0,1,0,1,1,4,4
46,10,1,34,5,6,16,11,10,43,9,8,3,6,6,9,10,0,0,1,0,1,1,4,4
36,9,2,29,14,13,12,12,16,27,9,9,6,10,6,7,10,0,0,1,1,0,1,5,5
15,24,3,27,10,11,12,14,22,28,7,4,8,7,3,7,5,0,0,1,0,1,1,4,4
36,12,3,33,15,13,9,14,19,32,9,6,9,5,2,8,8,0,0,1,1,0,1,4,5
26,22,1,33,9,8,15,11,18,41,10,10,3,7,6,7,7,0,0,1,0,1,1,5,4
28,18,0,30,6,13,13,12,14,29,8,10,4,8,9,7,7,1,0,1,1,1,1,3,4
29,41,2,55,15,13,12,13,5,27,7,8,5,7,3,5,1,0,0,0,1,1,1,1,1
31,11,1,25,5,6,13,10,15,45,9,10,3,9,7,10,10,0,0,1,1,1,1,5,5
35,11,0,38,17,17,15,12,8,27,6,7,6,8,5,10,8,0,0,1,1,0,1,3,4
33,14,1,39,16,13,14,15,10,26,4,9,4,6,5,10,10,0,0,0,0,1,1,4,4
41,8,1,48,11,8,10,8,10,35,4,6,5,9,9,9,7,0,0,1,0,1,1,4,4
25,28,0,13,14,12,16,11,20,35,7,5,5,4,2,6,6,0,0,1,1,1,1,4,4
22,23,2,35,16,12,13,13,11,42,7,10,7,9,9,8,8,0,0,1,0,0,1,4,5
25,20,0,45,9,8,14,13,14,36,9,10,2,7,7,5,5,0,1,1,1,1,1,5,5
30,13,2,33,7,9,13,12,15,36,8,8,5,8,6,8,8,0,0,1,0,0,1,5,5
27,45,2,38,17,13,11,13,7,27,6,9,4,6,4,4,2,0,0,1,1,1,1,3,4
23,29,0,33,20,15,13,14,12,44,2,6,7,10,8,6,9,0,0,0,0,1,1,4,4
24,48,1,39,14,9,14,12,10,18,6,9,4,8,5,2,2,0,0,0,1,1,1,4,4
41,20,3,10,5,7,15,13,9,25,8,9,4,8,5,8,8,0,0,1,1,1,1,4,4
28,20,3,26,9,6,14,10,20,35,9,9,2,6,7,6,8,0,0,1,1,1,1,4,4
29,33,2,32,16,10,15,11,20,20,5,6,7,6,4,7,7,0,0,1,0,1,1,4,5
31,11,1,28,5,3,15,12,24,45,9,10,2,8,8,10,10,0,0,1,1,1,1,5,5
26,41,1,39,11,10,14,12,15,20,5,10,4,8,5,3,3,0,0,0,1,1,1,4,4
30,32,1,31,15,12,10,12,12,29,6,6,6,6,6,5,5,0,0,0,0,0,0,3,3
28,13,2,16,7,9,15,8,17,36,8,10,5,8,7,5,6,0,1,0,1,1,1,4,4
30,32,0,30,15,12,12,11,6,9,6,6,6,6,6,6,1,0,0,1,0,1,1,2,5
27,35,3,26,8,9,13,12,20,23,8,10,2,7,8,7,7,0,0,0,1,1,1,5,5
28,32,3,21,13,12,12,12,15,20,4,7,5,5,3,6,6,0,0,1,1,1,1,3,3
30,32,3,30,15,12,12,12,15,27,6,6,6,6,6,5,5,0,0,1,1,1,1,3,3
30,32,1,34,15,10,13,11,13,21,5,6,6,8,7,6,7,0,0,0,0,1,1,3,3
44,8,2,12,15,12,12,12,9,41,7,7,7,7,5,10,10,0,0,1,1,1,1,1,1
35,12,0,40,7,15,10,12,15,33,5,9,6,6,4,8,8,0,0,0,1,1,1,3,3
47,8,0,11,5,6,20,11,8,38,10,10,6,8,9,8,8,0,0,1,1,1,1,5,5
32,36,1,34,12,18,17,15,13,34,7,4,8,9,6,4,4,0,0,1,1,0,1,4,4
28,37,2,45,18,10,12,9,10,33,5,9,6,4,5,6,1,0,0,1,0,1,1,2,2
23,14,0,46,22,17,10,10,7,36,7,9,10,7,4,7,8,0,0,1,0,1,1,2,2
38,17,1,50,12,6,18,10,20,35,9,7,3,9,9,10,10,0,0,0,1,1,1,4,5
37,12,2,33,8,13,14,10,18,26,9,9,7,4,4,10,10,0,0,1,1,1,1,5,5
32,32,0,30,15,12,12,12,12,14,6,6,6,6,6,2,2,0,0,1,1,1,1,3,3
28,26,1,39,19,13,11,12,12,33,5,7,10,9,6,7,8,0,0,0,1,1,1,4,4
29,24,2,39,9,8,14,9,14,26,9,9,3,6,5,7,6,0,0,1,0,1,1,4,5
24,30,1,35,13,14,15,12,9,35,5,6,6,10,6,2,4,0,0,1,0,1,1,2,4
24,16,0,12,11,10,13,11,21,39,8,10,4,6,3,7,7,0,0,1,1,1,1,4,4
32,40,0,31,5,13,14,13,17,28,8,10,9,9,9,4,3,0,0,0,1,1,1,5,5
35,17,3,28,12,16,12,13,17,34,7,3,7,9,6,7,6,0,0,1,1,0,1,5,5
29,26,0,40,10,9,14,10,15,19,7,10,4,6,4,3,3,0,0,0,1,0,1,3,3
30,32,2,30,15,12,12,12,15,27,6,6,6,6,6,6,6,0,0,1,1,1,1,3,3
19,20,0,45,15,17,8,17,11,38,7,10,6,5,7,7,7,1,0,1,0,1,1,4,5
32,28,0,32,20,11,11,10,16,31,6,6,7,5,3,1,1,0,0,1,1,1,1,4,4
29,31,0,48,10,18,10,10,14,37,10,8,5,6,7,5,5,0,0,1,0,1,1,3,3
26,38,2,43,16,15,11,11,18,33,6,7,7,4,4,4,3,1,1,1,1,1,1,5,4
27,13,3,45,5,7,19,11,21,35,7,8,4,7,7,8,8,0,0,1,1,1,1,5,5
22,21,0,41,15,6,15,7,6,34,5,4,8,9,8,5,5,0,0,0,0,0,1,1,1
34,11,0,37,9,12,13,13,11,45,8,6,2,7,8,10,10,0,0,1,0,1,1,4,5
28,27,0,16,11,10,15,13,11,30,4,10,3,9,9,3,2,0,0,1,0,0,1,4,3
25,47,0,31,15,16,15,9,13,17,9,8,6,6,6,1,1,0,0,0,0,1,1,3,3
27,15,1,37,21,14,11,16,16,22,8,10,6,7,5,5,1,0,0,1,1,1,1,3,5
28,8,0,31,14,11,10,10,17,30,5,9,7,6,4,8,5,0,0,1,1,1,1,5,5
27,11,2,38,8,8,14,9,16,33,8,7,4,6,6,4,4,0,0,1,1,1,1,4,4
19,11,0,30,22,18,9,8,25,34,7,4,8,7,5,5,7,0,0,1,0,1,1,5,5
34,11,0,10,5,5,15,10,16,26,6,6,3,7,7,10,10,0,0,0,0,1,1,4,4
24,16,1,41,13,9,15,13,12,40,9,8,5,6,6,3,3,0,0,1,0,1,1,4,5
28,26,2,52,13,18,17,12,18,31,5,4,8,9,9,6,3,0,0,1,1,1,1,3,4
34,34,0,31,5,9,14,12,13,27,7,8,4,4,6,9,9,0,0,1,1,1,1,4,4
21,24,2,36,14,12,17,8,19,35,6,9,4,6,6,7,6,0,0,1,1,1,1,5,5
29,13,1,37,7,12,13,11,19,40,8,10,3,7,7,8,8,0,0,1,0,1,1,4,5
36,16,1,13,5,6,17,8,20,45,9,10,4,5,5,10,10,0,0,1,0,1,1,4,5
25,28,2,55,17,6,15,9,10,36,5,10,10,10,10,10,4,0,0,1,1,1,1,5,5
28,21,0,40,5,5,14,13,17,43,10,9,5,5,5,7,7,0,0,1,0,1,1,5,5
26,34,0,30,15,10,13,12,18,26,5,7,7,6,6,5,5,0,0,1,0,1,1,2,2
39,21,2,29,11,13,17,12,13,19,7,8,5,7,6,8,8,0,0,1,1,0,1,4,4
24,34,0,27,13,4,15,16,10,20,4,10,3,3,7,4,4,0,0,1,0,0,1,4,2
26,35,1,35,8,7,14,9,18,34,8,8,3,7,5,7,2,0,0,0,0,1,1,4,4
18,10,2,54,10,12,9,12,10,22,9,4,3,7,4,5,2,0,0,0,1,0,1,2,3
38,41,3,35,18,11,8,15,12,20,3,9,10,6,2,7,2,0,0,1,1,1,1,4,4
23,32,0,43,15,9,11,10,15,41,7,8,5,7,7,10,10,0,0,1,1,1,1,5,5
31,29,2,38,6,3,15,3,10,36,6,10,2,10,10,9,8,1,0,1,0,1,1,2,2
28,17,0,36,12,7,15,18,14,42,8,10,4,6,10,4,3,0,0,0,0,1,1,2,1
20,25,0,26,8,10,14,10,20,36,8,7,8,6,6,8,8,0,0,0,1,1,1,5,4
22,36,0,30,5,13,12,10,13,27,8,9,3,5,6,3,1,0,0,1,1,1,1,5,4
38,12,1,32,5,14,15,13,10,27,8,4,8,8,4,8,10,0,0,1,1,1,1,4,4
26,32,0,40,15,12,12,12,5,18,8,9,6,7,7,8,6,0,0,0,1,1,1,1,1
30,38,0,36,14,12,9,13,15,24,5,7,7,4,4,8,7,0,0,1,1,1,1,3,3
29,36,1,44,5,12,13,10,13,27,7,6,7,5,6,10,10,0,0,1,1,1,1,4,4
30,20,1,39,13,13,15,14,13,44,7,7,10,5,3,6,6,0,0,0,0,0,1,4,4
34,22,0,18,8,3,15,7,13,18,8,9,3,8,7,8,8,0,0,1,1,1,1,3,4
36,34,0,15,7,4,15,11,6,20,9,10,3,5,7,9,9,0,0,1,1,1,1,5,4
25,32,0,33,19,18,10,15,14,33,5,4,4,8,6,8,7,0,0,1,1,1,1,2,2
38,26,2,23,9,15,14,11,17,20,8,2,4,6,3,7,5,0,0,1,1,1,1,4,4
28,19,0,41,12,7,13,9,21,31,8,9,7,5,4,7,7,0,0,0,0,0,1,5,5
32,31,1,33,19,16,12,9,21,34,8,6,6,6,4,7,8,0,0,1,1,1,1,4,4
26,23,1,46,12,11,16,10,13,29,4,10,3,10,10,7,8,0,0,1,0,1,1,3,2
34,26,0,33,7,11,13,11,7,18,8,8,3,6,4,5,5,0,0,1,0,1,1,2,3
15,32,1,45,17,13,16,6,7,19,7,9,10,8,7,1,1,0,0,1,1,1,1,4,4
30,32,0,55,6,13,9,15,8,28,9,10,6,10,9,1,1,0,0,1,1,1,1,5,5
22,24,0,11,7,14,18,14,20,45,10,9,6,7,3,7,8,0,0,1,0,1,1,5,5
23,28,0,37,13,12,13,11,16,29,8,9,4,6,9,6,6,0,0,0,1,1,1,3,5
32,24,0,29,20,16,14,13,13,23,4,9,9,7,4,7,7,0,0,0,1,0,1,4,4
20,24,0,32,16,9,13,8,24,40,8,10,8,4,3,6,1,0,0,1,1,1,1,5,5
18,29,0,32,13,13,12,17,22,31,6,10,8,6,4,4,3,0,0,0,0,1,1,5,5
29,20,2,43,9,15,15,11,9,28,6,6,6,3,2,8,7,0,0,1,1,0,1,4,4
22,23,1,19,11,12,14,9,19,36,6,8,4,3,5,7,7,0,0,1,0,1,1,4,4
28,22,2,35,9,10,14,12,16,27,7,9,5,8,5,7,7,0,1,1,0,1,1,3,5
25,39,3,45,5,12,11,10,15,34,8,10,2,6,7,7,7,0,0,0,0,1,1,5,4
27,30,2,38,5,15,12,10,15,23,6,6,4,4,4,6,6,0,0,0,0,0,1,4,4
28,24,0,43,6,10,12,9,18,36,6,9,2,3,3,6,6,0,0,1,0,1,1,4,4
27,26,1,36,12,13,14,12,12,28,9,8,3,6,5,4,4,0,0,1,0,1,1,4,4
21,26,0,29,7,12,10,9,18,28,8,9,6,7,5,7,7,0,0,1,0,1,1,5,4
32,35,3,34,5,9,13,11,20,27,8,8,2,6,4,8,8,0,0,1,1,1,1,5,5
16,20,2,13,5,5,19,10,19,36,10,10,2,8,5,10,9,0,0,1,1,1,1,4,5
30,36,0,17,13,14,17,8,14,18,6,9,7,5,4,6,5,0,0,1,1,1,1,4,4
31,10,1,37,16,16,11,14,16,27,5,3,9,6,4,3,2,0,0,1,1,0,1,4,4
29,37,3,27,12,8,14,10,15,36,5,10,8,9,5,8,5,0,0,1,0,1,1,5,5
28,23,3,40,11,12,12,11,8,32,6,8,6,6,6,6,6,0,1,1,1,1,1,2,2
13,22,0,47,6,12,18,8,23,39,9,10,4,6,6,1,1,0,0,1,0,1,1,2,5
19,17,1,22,7,6,15,12,19,27,6,9,7,8,8,6,6,0,0,0,0,1,1,4,5
39,22,3,36,14,13,12,12,7,23,3,6,5,7,6,7,6,0,0,1,1,1,1,4,4
36,30,2,30,11,6,16,15,15,26,8,9,7,6,5,7,7,1,0,1,1,1,1,5,5
25,29,2,30,12,12,12,12,7,36,8,7,6,8,9,5,4,0,0,1,0,1,1,4,4
24,19,1,33,10,11,12,12,19,32,8,8,4,5,6,4,4,0,0,1,0,1,1,4,4
36,14,0,36,9,16,18,9,19,45,9,10,4,6,4,10,10,0,0,1,1,1,1,5,5
24,23,2,33,13,11,14,11,13,26,6,8,4,6,5,6,4,0,1,0,1,1,1,3,4
29,17,3,35,5,7,15,10,19,39,10,10,2,8,7,1,1,0,0,1,0,1,1,4,4
33,18,0,38,13,14,13,11,10,26,7,8,8,6,5,7,8,0,0,1,0,1,1,4,4
30,32,0,30,16,12,12,12,12,27,6,6,6,6,6,4,4,0,0,1,0,0,1,3,3
32,30,1,31,11,13,13,11,19,25,8,7,6,7,7,5,5,1,1,1,0,1,1,3,4
31,32,0,48,9,10,13,14,6,27,7,9,5,5,5,8,8,0,0,1,0,1,1,4,4
29,30,2,22,8,11,14,11,20,23,8,8,2,6,6,5,4,0,0,0,1,1,1,5,5
19,36,3,48,15,11,12,14,18,21,5,8,4,3,3,3,4,0,0,0,1,1,1,5,5
46,11,1,43,14,9,15,9,7,31,6,6,3,10,7,10,10,0,0,1,1,1,1,4,4
26,20,0,36,9,10,15,9,20,36,9,9,8,9,9,8,8,0,0,1,1,1,1,4,5
30,18,0,30,16,12,13,12,14,27,6,6,6,6,6,10,7,0,0,1,0,1,1,4,4
34,13,3,32,13,7,16,10,13,30,6,8,4,8,6,9,10,0,0,1,0,1,1,4,4
29,16,0,47,9,13,16,12,16,45,9,6,9,6,5,6,6,0,0,1,0,1,0,5,5
30,32,1,35,20,15,11,11,20,18,6,6,6,6,4,6,6,0,0,1,1,1,1,4,4
22,34,3,47,8,6,14,10,9,20,5,6,4,6,6,3,1,0,0,1,1,1,1,3,3
45,17,1,31,19,12,11,12,18,36,6,6,10,9,5,8,8,0,0,1,1,1,1,5,5
48,8,3,51,5,15,15,10,14,45,10,7,2,6,6,10,10,0,0,1,1,1,1,4,4
30,20,0,29,10,12,15,10,7,28,6,10,5,5,3,2,2,0,0,1,1,1,1,3,3
31,23,0,38,9,12,13,12,13,41,8,9,7,6,8,8,8,0,0,0,0,1,1,4,4
30,9,2,43,10,17,11,10,14,29,6,6,9,9,6,7,4,0,0,0,1,1,1,4,4
28,20,2,22,7,7,10,9,12,36,6,9,4,4,4,7,8,0,0,0,1,1,1,4,4
26,28,2,27,5,6,11,10,20,29,6,10,2,8,6,8,7,0,1,0,0,1,1,4,4
21,15,3,50,5,3,17,12,15,45,6,9,6,9,9,6,6,0,0,1,0,1,1,3,4
34,16,0,55,16,3,15,9,5,15,3,10,2,6,3,4,3,0,0,1,1,1,1,1,1
25,21,0,28,11,11,12,11,11,37,7,10,6,6,4,6,4,0,0,1,0,1,1,5,4
20,13,0,42,13,10,16,11,13,22,7,10,5,5,4,3,1,0,0,1,0,1,1,3,4
36,24,2,27,13,14,14,11,16,29,8,6,8,7,6,6,7,0,0,1,1,1,1,4,4
24,26,0,40,11,11,12,10,15,27,5,10,2,7,7,8,6,0,0,0,0,1,1,4,4
30,32,2,38,10,8,15,7,10,28,6,7,8,6,5,7,6,1,1,1,0,1,1,4,4
26,32,0,30,12,7,20,9,14,33,10,3,8,5,3,10,5,0,0,1,1,0,1,5,5
24,32,2,36,11,12,12,10,10,15,6,7,5,6,5,5,5,0,1,1,0,0,1,3,3
28,29,2,13,11,8,15,9,19,26,6,9,3,2,2,10,9,0,0,0,1,1,1,5,5
35,36,2,36,14,12,13,13,13,29,4,7,6,6,5,1,1,0,0,1,1,1,1,4,5
19,28,0,41,15,16,14,10,13,35,10,9,6,7,6,4,5,0,1,0,0,1,1,3,4
26,36,3,39,12,11,14,10,9,18,7,7,6,5,4,1,1,0,0,1,1,1,1,2,3
24,30,1,30,13,12,12,11,10,21,6,6,6,5,5,5,5,0,0,0,1,1,1,3,4
30,30,0,23,15,12,12,12,17,22,6,6,6,6,6,5,5,0,0,0,1,1,1,4,4
35,15,2,30,10,9,15,11,15,19,7,6,4,6,5,7,7,0,0,0,0,1,1,4,4
26,35,1,45,21,17,10,13,20,40,7,5,6,7,5,8,7,0,0,1,1,1,1,5,5
42,15,3,26,11,5,14,10,17,40,4,9,2,6,6,6,6,0,1,1,0,1,1,4,4
38,16,3,12,7,15,17,14,9,19,4,6,9,5,2,5,2,0,0,1,1,0,1,4,4
24,34,2,47,14,8,15,9,17,21,6,6,2,6,5,5,6,0,0,1,1,1,1,5,5
21,8,0,55,5,19,9,21,9,41,8,10,7,7,3,10,10,0,0,1,0,1,1,4,3
38,14,3,23,10,10,12,10,11,34,4,7,3,9,9,6,10,0,0,1,0,1,1,5,5
44,9,2,20,11,12,12,12,14,35,6,8,7,8,6,8,9,0,0,1,0,1,1,3,4
31,28,1,39,12,14,14,8,12,21,7,5,6,6,5,4,3,0,0,0,0,1,1,4,3
29,22,3,35,7,6,14,12,13,34,8,8,8,8,8,7,8,0,0,0,0,1,1,3,4
21,32,3,43,25,12,10,8,12,17,5,7,10,3,4,4,5,0,0,1,1,1,1,2,2
22,14,0,33,18,13,11,10,15,37,8,6,8,7,6,4,4,0,0,1,0,0,1,5,5
24,32,0,30,14,12,12,12,15,27,9,8,8,6,6,5,5,0,0,1,0,1,1,3,3
32,31,0,35,5,11,13,13,12,38,6,6,5,6,5,7,7,0,0,1,1,1,1,4,5
23,38,1,40,5,13,14,11,10,36,7,7,8,4,4,4,5,0,0,1,1,1,1,3,4
29,18,1,29,8,8,14,10,20,43,8,10,4,8,8,7,8,0,0,1,1,1,1,5,5
25,18,0,34,13,10,14,11,7,34,6,6,6,5,4,9,10,0,0,0,0,1,1,3,3
28,15,1,38,15,15,11,11,12,40,6,7,9,7,4,7,6,0,1,0,0,1,1,3,4
