Sex,Education_Binary,Occupation_Binary,Authoritarianism1,Authoritarianism2,Authoritarianism3,Authoritarianism4,Authoritarianism5,Authoritarianism6,Social_Dominace1,Social_Dominance2,Social_Dominance3,Social_Dominance4,Social_Dominance5,Social_Dominance6,Social_Dominance7,Social_Dominance8,MigrantAttitudes1,MigrantAttitudes2,MigrantAttitudes3,IWAH1,IWAH2,IWAH3,IWAH4,IWAH5,IWAH6,IWAH7,IWAH8,IWAH9,Trust_Body1,Trust_Body2,Trust_Body3,Trust_Body4,Trust_Body5,Trust_Body6,Trust_Body7,Pregnant,Conspiracy_1,Conspiracy_2,Conspiracy_3,Conspiracy_4,Conspiracy_5,TRUST_1,TRUST_2,TRUST_3,TRUST_4,TRUST_5,TRUST_6,TRUST_7,TRUST_8,TRUST_9,C19_Infected_Binary,C19_SomeoneClose_Infected_Binary,Vax_Self,Vax_Self_Yes,Vax_Self_Maybe,Vax_Self_No,Vax_Self_Binary,Paranoia1,Paranoia2,Paranoia3,Paranoia4,Paranoia5,LOC1,LOC2,LOC3,LOC4,LOC5,LOC6,LOC7,LOC8,LOC9,Personality1,Personality2,Personality3,Personality4,Personality5,Personality6,Personality7,Personality8,Personality9,Personality10,CRT1,CRT2,CRT3,Trust_in_Irish_State,Conspiracy,Paranoia,Authoritarianism,IdentificationOthers,SocialDominance
1,1,0,4,3,4,1,4,4,4,2,2,2,2,4,2,1,8,8,3,4,4,5,4,5,5,4,5,5,1,1,2,3,4,5,5,1,11,9,6,6,8,4,2,2,4,1,4,4,3,1,0,0,2,0,0,1,1,3,4,4,2,4,5,5,3,3,3,2,3,3,2,2,2,1,4,5,4,2,4,5,5,5,6,5,21,40,17,20,41,19
1,1,0,4,3,3,5,2,4,3,3,1,2,2,3,3,3,8,6,2,4,4,5,5,5,5,5,5,5,4,4,4,4,4,4,4,0,6,5,6,6,6,3,3,3,3,3,3,3,3,3,0,0,-99,-99,-99,-99,-99,1,1,1,1,1,2,2,2,2,2,3,4,2,1,1,5,5,2,2,4,5,5,2,5,5,5,6,28,29,5,21,43,20
0,1,0,3,3,2,2,4,5,2,1,1,2,1,1,1,1,9,10,3,5,5,5,5,5,4,5,5,4,3,4,4,4,2,4,4,0,11,10,6,3,8,3,3,3,3,1,4,4,4,2,0,0,0,1,0,0,0,1,2,1,1,3,5,4,2,2,2,1,4,3,4,2,4,4,2,2,4,4,5,2,2,5,5,1,25,38,8,19,43,10
1,1,0,4,3,3,3,1,5,3,1,1,1,2,1,1,2,5,5,4,4,5,3,5,5,5,5,5,5,3,2,2,3,2,4,3,0,11,6,10,1,6,4,4,4,4,3,3,3,3,4,0,0,1,0,1,0,1,1,4,3,3,5,4,4,6,4,2,1,3,6,2,3,5,5,2,4,5,5,5,3,2,5,5,5,19,34,16,19,42,12
1,1,1,4,2,1,1,2,5,2,3,1,1,1,1,1,1,10,6,1,5,4,3,5,4,2,5,4,3,1,1,1,2,1,3,4,0,9,11,9,11,10,2,1,1,3,3,4,4,2,3,0,0,0,1,0,0,0,5,4,4,4,4,7,3,7,4,2,1,5,5,7,3,5,3,2,1,2,3,5,4,5,5,5,5,13,50,21,15,35,11
1,1,0,4,2,2,2,3,3,3,3,2,3,2,2,2,3,6,6,3,3,3,3,3,3,3,3,3,3,2,2,3,3,2,3,3,0,7,7,8,8,8,3,3,3,3,3,3,3,3,3,0,0,0,1,0,0,0,3,4,4,4,4,5,3,5,3,4,4,4,5,4,2,4,2,4,4,2,4,4,3,2,5,5,5,18,38,19,16,27,20
0,0,0,4,3,2,2,2,5,1,1,2,4,1,1,5,1,6,9,5,4,4,4,4,4,4,4,4,4,2,2,2,2,1,4,4,0,11,11,6,9,11,2,3,3,3,3,4,4,3,2,0,0,0,1,0,0,0,1,1,1,1,1,5,4,5,4,3,2,2,6,4,2,4,4,1,4,3,5,5,2,3,5,5,5,17,48,5,18,36,16
0,1,0,3,4,2,1,5,5,1,1,2,4,1,1,4,1,8,3,4,5,5,5,5,5,5,5,5,5,4,4,4,4,4,5,5,0,9,11,7,5,7,3,3,3,3,1,4,4,4,3,0,0,0,1,0,0,0,1,2,2,1,2,5,2,5,2,4,1,3,3,2,4,4,4,2,3,4,3,5,2,5,5,5,5,30,39,8,20,45,15
1,1,0,2,1,1,1,1,1,1,1,1,1,1,1,2,1,8,9,2,3,4,5,4,4,4,5,5,5,2,3,2,2,2,5,4,0,10,8,8,4,6,3,2,4,3,1,4,4,4,3,0,0,0,1,0,0,0,5,5,4,2,5,1,2,2,2,3,3,3,3,3,3,2,3,5,5,2,3,4,5,1,1,6,5,20,36,21,7,39,9
0,0,0,4,2,1,1,2,4,3,3,3,3,3,5,5,3,1,1,5,4,5,3,4,4,3,4,4,3,2,3,1,2,3,5,5,0,7,7,7,6,7,2,4,3,1,1,4,4,4,3,0,0,0,1,0,0,0,3,3,3,3,5,4,4,4,4,4,4,4,4,4,2,5,1,1,1,5,2,4,3,2,1,1,6,21,34,17,14,34,28
1,1,0,3,4,3,4,4,3,1,1,1,3,1,1,1,1,7,6,2,2,2,4,4,4,4,4,4,4,2,2,1,2,2,3,3,0,10,10,10,10,10,3,1,3,2,1,4,4,4,3,1,1,0,1,0,0,0,4,1,1,1,1,4,4,4,4,2,3,1,5,4,4,4,4,4,1,5,3,4,4,4,5,6,6,15,50,8,21,32,10
0,1,0,3,4,5,3,3,3,3,3,3,4,1,3,5,1,10,6,3,3,4,3,5,4,5,5,5,5,3,3,3,3,3,2,2,0,7,7,7,7,7,3,3,3,3,3,4,4,3,3,0,0,1,0,1,0,1,5,1,3,1,5,4,5,6,4,1,1,7,1,7,2,5,3,1,3,4,3,3,3,4,5,7,5,19,35,15,21,39,23
0,0,1,2,3,1,1,3,5,1,1,2,1,1,1,1,1,10,10,3,4,4,4,3,3,4,4,4,4,2,2,2,2,2,3,3,0,11,11,6,10,9,3,4,4,1,1,4,4,4,3,0,0,1,0,1,0,1,1,1,1,1,1,6,1,4,1,3,2,3,4,4,4,4,4,2,3,4,5,5,2,5,1,1,1,16,47,5,15,34,9
1,1,0,3,2,4,2,4,4,4,2,2,2,2,3,4,2,4,5,4,4,5,4,5,5,4,4,4,3,4,3,4,4,2,4,4,0,10,9,9,5,5,3,3,3,3,3,3,4,4,3,0,0,0,1,0,0,0,1,2,3,4,2,4,5,5,5,2,2,3,4,5,3,4,4,5,5,4,4,4,4,4,5,1,5,25,38,12,19,38,21
0,0,0,4,4,4,2,5,5,2,2,1,2,1,1,2,1,2,2,5,4,4,4,5,5,5,5,5,4,1,1,1,1,2,5,5,0,11,10,8,10,10,4,4,4,2,1,4,4,3,3,0,1,0,1,0,0,0,4,4,2,1,4,6,3,3,2,2,2,6,2,6,2,5,4,4,3,5,4,4,4,5,5,5,5,16,49,15,24,41,12
0,1,0,4,4,2,1,2,4,4,4,4,4,2,4,4,2,5,6,3,1,2,4,3,4,4,4,4,4,2,2,3,3,1,4,4,0,5,7,7,5,8,4,4,4,2,2,3,3,3,3,0,0,0,1,0,0,0,3,4,4,2,4,5,5,5,5,2,2,5,3,6,2,5,2,2,4,4,3,4,4,2,1,1,1,19,32,17,17,30,28
0,1,1,3,1,2,1,1,5,1,1,1,1,1,2,3,1,1,1,5,4,5,4,3,4,4,4,4,4,2,2,5,4,3,4,5,0,11,10,10,6,9,3,4,4,3,2,4,4,3,3,0,0,1,0,1,0,1,4,5,4,3,1,6,7,7,7,2,3,7,7,1,1,2,5,4,1,2,2,5,4,4,5,5,5,25,46,17,13,36,11
1,0,0,5,2,4,2,3,5,3,2,2,2,2,2,3,2,4,4,4,4,4,4,4,4,3,5,4,3,1,1,2,2,3,4,4,0,9,9,10,6,9,3,3,3,3,3,4,4,2,3,0,0,2,0,0,1,1,4,4,4,3,4,2,5,5,5,3,3,4,4,5,2,5,4,5,5,2,5,5,4,5,5,5,5,17,43,19,21,35,18
0,1,0,3,4,4,1,2,5,2,4,4,2,4,2,4,1,10,8,3,4,3,4,2,2,3,2,1,1,2,2,2,2,1,4,3,0,7,9,7,6,7,3,3,3,4,1,2,2,2,3,0,0,1,0,1,0,1,1,1,1,1,2,2,1,1,1,2,2,4,2,2,2,2,5,2,2,4,2,4,2,5,5,6,6,16,36,6,19,22,23
1,1,0,5,4,3,1,5,5,2,1,2,5,1,1,1,1,10,9,2,5,5,5,5,5,5,5,5,5,4,4,3,4,2,3,4,0,11,7,6,9,7,2,2,2,1,1,4,4,4,1,0,0,2,0,0,1,1,1,1,1,1,4,6,5,7,1,1,2,1,4,5,1,5,5,1,4,1,4,2,1,5,5,6,5,24,40,8,23,45,14
0,1,0,4,2,2,1,2,5,3,2,2,3,1,2,3,1,8,8,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,0,3,7,3,6,3,3,4,4,3,2,3,3,3,2,0,0,0,1,0,0,0,1,1,1,1,3,4,1,4,1,2,2,2,2,5,3,5,4,2,5,4,4,4,3,4,5,1,1,26,22,7,16,36,17
1,1,0,3,3,3,3,3,3,2,4,4,2,4,2,2,4,5,5,2,3,3,3,3,3,3,3,3,3,4,4,4,5,5,3,3,0,4,5,4,3,8,2,2,3,3,2,2,2,2,2,0,0,0,1,0,0,0,3,3,3,3,3,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,5,7,5,28,24,15,18,27,24
0,1,0,5,3,4,3,3,4,2,2,3,3,2,3,3,3,5,5,4,4,5,3,4,5,4,4,5,4,4,4,4,4,4,4,4,0,9,9,9,9,9,4,4,4,1,1,4,4,4,4,0,0,0,1,0,0,0,4,4,2,1,2,2,2,1,1,1,2,4,2,2,1,4,5,4,5,5,2,5,3,5,5,5,5,28,45,13,22,38,21
0,1,0,4,2,2,4,4,2,2,3,3,3,3,3,3,3,1,1,1,3,3,1,2,3,3,3,3,3,3,3,3,3,3,3,3,0,11,11,11,8,6,2,2,3,3,2,2,2,2,2,0,1,1,0,1,0,1,2,2,2,2,2,3,2,2,1,5,6,1,3,3,3,3,3,3,3,4,3,3,4,3,5,5,1,21,47,10,18,24,23
1,1,1,1,3,1,1,3,4,1,1,1,1,1,1,1,1,7,9,3,3,3,3,4,4,4,4,4,4,1,1,1,1,1,4,4,0,6,8,6,5,4,3,3,3,3,3,4,4,3,3,0,0,0,1,0,0,0,2,4,4,4,2,7,6,7,4,5,4,7,3,7,1,2,2,5,2,2,3,2,4,4,1,1,1,13,29,16,13,33,8
1,1,0,4,1,1,1,4,5,3,1,1,1,1,1,1,1,8,8,3,4,4,4,5,5,5,5,5,4,2,2,4,3,2,5,5,0,11,11,11,8,9,3,3,3,2,2,3,4,2,2,0,0,1,0,1,0,1,1,1,1,1,1,4,5,5,4,3,3,4,3,5,4,5,2,3,3,5,5,5,3,5,5,5,5,23,50,5,16,41,10
1,1,0,4,4,3,2,4,4,3,2,2,3,2,3,3,2,4,5,3,3,3,3,4,4,4,4,4,4,2,2,2,2,2,3,3,0,8,8,7,6,7,2,2,2,2,2,3,3,3,2,0,0,1,0,1,0,1,4,4,3,3,4,5,6,6,5,3,3,5,3,7,4,5,4,4,5,4,3,4,4,5,1,1,1,16,36,18,21,33,20
0,1,0,3,5,4,2,5,4,4,1,2,2,1,4,4,1,9,4,2,2,3,2,3,3,4,5,3,3,3,2,4,4,3,3,5,0,9,10,6,8,11,2,3,3,3,2,3,2,1,2,0,0,0,1,0,0,0,2,3,3,3,5,3,1,2,2,2,1,6,2,2,4,4,1,2,2,3,4,4,4,5,1,1,1,24,44,16,23,28,19
1,0,0,5,3,4,1,4,5,2,1,2,3,1,1,5,1,8,3,4,4,4,3,4,4,3,4,4,3,3,3,3,2,3,4,5,0,9,9,6,4,3,3,3,3,1,1,4,4,4,1,0,0,0,1,0,0,0,1,1,1,1,2,2,2,1,3,2,1,2,2,2,2,4,3,3,1,1,3,5,3,1,1,1,1,23,31,6,22,33,16
0,0,0,4,4,5,3,5,2,1,1,3,4,1,3,4,1,3,2,5,3,4,3,4,4,2,4,4,3,1,1,2,2,1,4,5,0,9,11,11,10,11,4,3,3,3,3,4,4,3,3,0,0,0,1,0,0,0,4,3,3,1,3,2,6,4,5,5,3,5,2,6,3,4,5,2,2,4,4,4,2,4,5,1,5,16,52,14,23,31,18
1,1,0,2,2,2,4,4,2,3,3,3,3,2,3,3,3,8,7,3,3,3,4,2,4,4,2,2,3,3,3,3,3,4,5,3,0,7,9,8,9,7,3,2,1,3,3,1,3,1,3,0,0,1,0,1,0,1,3,2,2,4,4,5,6,4,4,2,2,5,3,4,3,4,2,3,3,2,4,3,5,5,5,5,5,24,40,15,16,27,23
0,1,0,3,4,5,2,3,4,5,2,2,3,4,3,4,2,8,8,1,3,4,4,4,3,4,3,2,3,2,2,1,2,3,3,4,0,9,8,8,8,6,4,3,2,3,3,2,2,3,3,0,0,0,1,0,0,0,5,4,3,4,4,6,5,4,5,2,2,5,3,5,1,4,2,3,2,3,2,3,3,3,5,5,5,17,39,20,21,30,25
0,0,0,3,3,2,1,3,5,4,3,2,3,2,1,3,1,7,7,5,3,4,4,3,3,3,3,3,3,3,3,3,2,3,-99,3,0,7,8,9,7,8,2,4,2,4,2,2,2,3,3,0,0,0,1,0,0,0,1,3,1,3,2,4,4,4,3,2,2,5,3,5,3,4,4,2,2,3,3,4,3,3,5,5,5,-99,39,10,17,29,19
0,1,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,6,6,6,6,6,3,3,3,3,3,3,3,3,3,0,0,0,1,0,0,0,3,3,3,3,3,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,5,5,5,21,30,15,18,27,24
0,1,0,5,4,2,1,2,5,2,2,2,2,2,1,3,1,8,8,4,4,4,4,5,5,4,5,5,4,3,4,4,3,2,4,5,0,11,10,8,3,8,3,4,4,3,1,4,3,4,3,0,1,0,1,0,0,0,1,1,2,1,1,6,6,7,6,3,3,6,6,6,1,4,2,4,2,4,1,5,5,5,5,1,5,25,40,6,19,40,15
1,0,0,2,4,5,4,4,3,3,2,4,3,2,3,2,1,7,6,3,4,4,3,5,5,5,5,5,5,4,4,4,5,3,5,5,0,8,9,11,7,6,3,4,4,3,2,4,4,4,3,0,0,0,1,0,0,0,2,3,2,1,3,5,2,3,2,3,2,4,3,5,2,4,3,4,4,4,4,4,4,4,5,1,1,30,41,11,22,41,20
0,1,0,4,3,2,1,2,3,2,4,1,3,2,2,3,2,6,5,3,4,4,4,4,4,4,4,4,4,3,3,4,3,3,2,4,0,4,4,9,6,6,2,4,4,2,1,4,4,4,2,0,0,1,0,1,0,1,1,2,1,1,1,5,2,2,2,3,3,2,3,2,3,5,5,1,3,4,4,4,1,4,5,7,5,22,29,6,15,36,19
1,0,0,4,2,2,1,4,4,3,1,2,3,2,4,2,2,5,5,3,3,4,5,3,3,3,3,3,3,3,3,2,1,2,3,3,0,8,7,9,6,10,2,3,3,3,3,3,3,3,3,0,0,0,1,0,0,0,2,4,4,2,5,5,2,5,2,3,2,2,6,5,2,3,2,5,2,2,2,4,5,5,5,1,5,17,40,17,17,30,19
0,1,0,2,1,3,2,1,2,1,1,2,1,1,1,3,1,5,7,5,5,5,5,5,5,5,4,4,5,1,1,2,1,2,4,4,0,9,11,10,10,10,1,1,1,2,2,2,2,1,3,0,0,2,0,0,1,1,1,1,3,3,3,5,4,2,2,1,1,4,3,5,5,4,3,1,3,5,5,5,1,3,5,5,6,15,50,11,11,43,11
0,0,0,3,4,4,2,2,4,2,2,2,2,2,5,4,2,8,7,4,4,4,4,4,4,4,4,4,3,3,4,4,3,3,2,3,0,8,6,7,2,4,3,3,3,2,2,4,4,4,3,0,0,2,0,0,1,1,1,3,2,4,2,2,2,2,2,3,2,5,3,3,4,4,2,2,5,4,3,3,4,2,5,1,1,22,27,12,19,35,21
1,1,0,5,5,5,1,1,5,3,1,1,1,1,1,5,1,5,5,4,5,5,5,5,5,5,5,5,5,1,1,3,3,1,3,3,0,11,11,11,11,11,3,3,3,3,3,3,3,3,3,0,0,0,1,0,0,0,1,1,1,1,1,2,5,5,5,5,7,5,5,5,2,4,5,2,5,1,5,4,1,1,5,5,5,15,55,5,22,45,14
1,0,1,3,4,4,3,4,4,3,3,3,3,3,3,3,3,5,5,3,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,0,6,8,6,6,6,2,3,3,3,3,3,3,3,3,0,0,1,0,1,0,1,4,3,3,3,4,4,5,4,4,4,3,4,3,4,3,4,3,2,2,4,3,3,4,3,5,5,5,14,32,17,22,28,24
0,1,0,3,1,2,2,2,2,1,1,1,1,2,1,4,1,8,9,3,3,4,5,4,4,4,4,4,4,2,1,3,3,1,4,4,0,5,9,6,5,9,3,3,3,2,1,4,4,3,3,0,0,0,1,0,0,0,2,3,3,3,2,5,4,4,4,3,3,4,3,5,2,4,2,2,4,4,2,5,3,5,1,5,1,18,34,13,12,36,12
0,1,1,2,2,2,1,1,3,2,3,3,4,2,3,3,3,5,7,3,3,3,3,4,4,4,3,3,3,2,2,2,2,2,4,3,0,4,7,3,6,6,2,3,3,3,1,2,2,3,2,0,0,0,1,0,0,0,1,3,1,1,1,4,2,2,2,5,3,4,6,5,1,3,4,3,5,1,5,4,4,5,1,1,1,17,26,7,11,30,23
1,1,0,5,1,1,1,2,4,1,1,1,1,1,1,1,1,6,8,4,5,4,4,5,5,5,5,5,5,4,4,4,4,4,5,5,0,2,8,1,2,6,3,4,4,2,1,4,4,4,2,0,0,0,1,0,0,0,1,1,1,1,1,1,1,2,1,1,2,1,2,5,2,4,5,1,5,4,5,5,1,4,5,7,5,30,19,5,14,43,8
0,0,0,2,4,3,3,3,3,3,3,2,3,3,4,4,3,5,5,1,2,3,2,3,2,3,2,3,3,2,2,2,2,3,5,5,0,6,6,5,7,7,4,2,2,2,3,3,3,3,3,0,0,0,1,0,0,0,2,3,3,3,3,3,3,3,5,4,3,5,3,4,3,3,4,4,2,4,2,4,5,4,6,6,5,21,31,14,18,23,25
1,0,0,2,5,4,3,4,5,4,2,2,4,2,5,3,3,7,4,3,3,3,2,4,3,2,3,3,3,3,2,2,1,2,4,5,0,6,7,7,7,7,4,3,4,4,2,4,4,4,2,0,0,0,1,0,0,0,3,4,4,4,5,5,4,5,5,3,3,4,3,4,3,4,1,4,2,4,2,4,4,5,5,5,5,19,34,20,23,26,25
0,1,0,1,5,5,1,1,5,5,1,1,5,1,5,5,1,10,10,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,3,4,3,3,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0,0,5,5,5,5,5,1,1,1,1,7,7,1,7,1,1,5,1,1,1,5,1,5,5,5,1,6,5,35,17,25,18,45,24
1,1,0,2,4,4,2,4,4,3,2,2,3,2,2,3,4,10,7,2,4,3,4,5,5,5,5,5,4,3,3,5,4,3,4,5,0,10,9,6,8,10,3,4,4,3,3,4,4,4,3,0,0,0,1,0,0,0,3,5,5,5,5,5,3,7,4,1,1,6,5,5,3,5,4,4,2,2,2,5,5,4,5,5,5,27,43,23,20,40,21
1,1,0,2,2,3,1,3,3,3,2,2,4,1,4,2,2,5,7,3,2,2,4,4,4,4,3,3,3,3,3,3,3,2,3,3,0,7,7,7,7,7,2,2,1,2,1,3,2,2,2,0,0,0,1,0,0,0,1,4,3,1,3,3,2,2,3,3,2,5,6,2,2,3,2,2,4,4,2,4,4,4,1,6,6,20,35,12,14,29,20
0,0,0,2,2,2,4,4,4,4,3,2,4,2,4,5,1,4,5,1,2,3,4,3,4,4,1,3,4,3,3,3,2,3,4,2,0,6,6,7,5,5,2,2,3,2,2,3,3,2,3,0,0,2,0,0,1,1,3,4,3,2,3,5,3,2,5,3,3,4,3,2,3,1,3,3,2,4,3,3,3,3,5,5,5,20,29,15,18,28,25
1,0,1,5,4,5,1,5,5,1,1,4,1,1,1,5,1,4,3,2,4,3,4,4,4,4,5,4,4,2,1,4,2,1,5,5,0,4,8,5,6,9,3,2,2,3,2,4,4,3,2,0,0,2,0,0,1,1,2,4,3,1,4,1,1,4,1,2,1,6,4,5,2,4,5,1,4,4,5,5,1,5,5,7,1,20,32,14,25,36,15
1,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,4,3,3,3,3,3,1,3,3,3,3,3,3,3,2,3,0,6,6,6,6,6,2,2,3,3,3,3,3,2,2,0,0,1,0,1,0,1,3,3,3,3,3,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,4,3,3,3,5,5,1,20,30,15,18,26,24
0,0,1,4,5,3,3,4,4,2,2,3,3,2,2,3,3,10,10,1,5,5,3,5,5,3,5,5,3,4,4,4,4,3,5,5,0,11,6,11,6,11,1,2,2,2,2,4,4,3,4,0,0,0,1,0,0,0,4,3,4,3,3,3,3,5,3,2,2,3,3,6,2,5,4,2,2,4,3,3,4,3,5,1,5,29,45,17,23,39,20
1,0,1,3,4,4,3,4,5,1,2,2,5,1,1,3,2,9,10,3,2,3,5,4,4,4,3,4,3,4,3,3,3,2,3,4,0,7,9,7,6,8,4,4,4,4,3,4,4,4,3,0,0,2,0,0,1,1,3,4,4,3,2,3,4,1,1,3,2,4,4,1,2,5,3,2,2,3,4,4,3,5,1,1,6,22,37,16,23,32,17
1,1,0,3,2,4,1,4,3,3,3,3,3,2,2,2,2,6,5,3,3,4,2,4,4,3,4,4,3,1,1,2,1,1,3,4,0,7,10,8,7,8,1,1,1,3,2,4,3,3,2,0,0,1,0,1,0,1,4,4,3,3,3,5,3,4,3,3,3,4,3,4,2,3,2,5,4,1,3,3,4,5,5,1,1,13,40,17,17,31,20
0,0,0,5,4,4,1,3,5,2,2,3,3,5,1,3,1,5,4,4,5,4,5,4,4,5,3,4,4,2,1,2,2,1,2,2,0,10,11,9,9,10,2,3,3,1,2,2,2,1,3,0,0,0,1,0,0,0,1,3,3,3,5,1,1,2,1,1,1,1,1,1,3,5,5,1,1,5,5,5,1,5,5,6,5,12,49,15,22,38,20
1,1,1,3,4,1,1,3,3,4,1,2,2,1,1,2,2,10,10,2,4,4,4,5,3,4,5,5,5,3,3,4,3,2,4,3,0,8,11,6,4,4,2,2,2,1,1,1,1,2,1,0,1,0,1,0,0,0,3,3,2,1,1,3,2,2,2,2,1,4,2,2,5,4,4,3,4,5,3,4,2,4,1,5,1,22,33,10,15,39,15
1,1,0,3,3,2,1,3,4,1,1,1,1,1,1,1,1,8,8,3,3,4,5,4,4,4,4,4,4,4,4,4,4,3,5,5,0,5,5,8,6,7,2,2,2,2,3,3,4,3,3,0,0,0,1,0,0,0,3,4,3,3,3,3,4,4,4,3,5,5,4,2,2,4,4,2,1,3,3,4,3,3,5,5,5,29,31,16,16,36,8
1,1,0,2,4,5,5,5,2,3,3,3,4,4,3,3,3,10,4,1,3,3,1,1,3,2,1,3,3,1,1,1,1,1,1,2,0,8,10,8,8,9,1,2,1,1,1,2,2,1,4,0,0,2,0,0,1,1,5,5,2,1,4,1,1,1,1,4,2,4,1,4,2,4,2,2,1,4,1,5,5,5,5,5,5,8,43,17,23,20,26
1,1,0,5,5,5,5,5,3,3,3,2,4,1,5,5,2,5,5,3,5,5,5,5,5,5,5,4,5,3,3,4,3,3,3,4,0,8,9,8,10,9,3,3,3,3,3,3,3,2,2,0,0,1,0,1,0,1,3,3,3,4,5,6,5,1,3,6,3,6,4,4,3,4,3,3,1,3,4,3,4,2,5,5,5,23,44,18,28,44,25
1,1,0,2,5,2,1,4,5,4,2,1,2,1,1,3,4,5,7,3,4,4,3,4,4,4,4,4,4,1,1,2,1,1,4,4,0,8,10,8,9,6,3,4,4,4,4,2,3,2,2,0,0,2,0,0,1,1,2,3,4,4,4,2,4,3,2,4,4,4,4,4,2,4,2,2,2,4,2,4,5,5,5,6,6,14,41,17,19,35,18
1,0,0,1,3,5,3,4,2,3,2,1,3,1,5,5,3,1,1,2,5,5,5,5,5,5,5,4,4,1,1,3,1,1,3,5,0,6,1,1,6,11,2,4,4,4,4,3,4,4,4,0,0,0,1,0,0,0,1,1,1,1,5,4,5,5,4,1,1,7,1,7,1,5,2,1,1,5,1,3,1,5,5,5,5,15,25,9,18,43,23
1,0,0,2,3,3,3,1,3,1,1,1,5,2,1,3,1,5,6,3,3,3,4,3,3,3,1,3,1,1,1,3,2,1,3,3,0,6,8,7,7,11,3,4,3,4,4,4,4,3,4,0,0,2,0,0,1,1,5,5,3,1,5,3,4,1,1,6,3,7,7,7,1,5,5,2,1,5,4,5,5,4,5,6,7,14,39,19,15,24,15
1,1,1,2,4,5,5,4,5,1,5,1,1,1,4,1,1,10,10,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,1,2,1,11,11,11,10,11,1,2,2,1,1,3,3,2,2,0,0,1,0,1,0,1,5,1,4,1,2,3,3,7,5,1,1,5,3,5,1,2,5,4,2,1,5,5,4,4,5,7,5,13,54,13,25,45,15
1,0,0,2,4,2,1,3,4,4,1,1,1,1,4,1,1,6,7,3,4,4,4,4,4,4,4,4,4,3,3,2,2,3,2,2,0,11,10,6,5,7,4,2,2,1,2,3,3,3,4,0,0,0,1,0,0,0,4,4,4,4,5,6,4,4,4,2,2,5,3,5,2,5,1,4,2,2,4,4,5,5,5,5,5,17,39,21,16,36,14
0,0,0,4,5,4,5,4,4,4,1,2,3,1,4,2,3,3,4,4,3,4,4,4,4,4,4,4,4,3,2,4,3,3,4,4,0,8,10,9,7,7,1,4,1,4,4,3,4,4,4,0,0,-99,-99,-99,-99,-99,3,4,4,4,5,4,4,6,4,2,1,5,4,5,3,4,2,2,2,4,2,3,3,3,6,1,5,23,41,20,26,35,20
0,0,0,2,3,4,2,2,5,3,2,2,3,2,3,3,1,7,8,3,5,5,5,5,5,5,5,5,5,4,4,3,4,3,4,4,0,11,7,8,5,4,3,3,3,1,1,4,4,4,3,0,0,0,1,0,0,0,4,4,2,2,2,4,3,2,2,2,2,2,5,4,2,5,5,4,4,5,4,5,2,4,5,5,6,26,35,14,18,45,19
1,1,0,2,3,1,2,2,4,2,2,2,2,2,2,2,1,8,8,2,4,4,4,4,4,4,4,4,4,2,2,3,3,3,4,4,1,8,9,7,4,3,3,2,3,2,2,4,4,3,3,0,0,0,1,0,0,0,4,1,1,1,1,2,1,3,1,3,1,3,3,5,2,4,5,4,4,4,4,5,4,2,5,5,5,21,31,8,14,36,15
0,0,0,4,3,3,3,4,2,2,3,3,2,4,2,4,3,4,3,4,3,3,4,3,3,5,3,4,3,2,3,3,3,1,3,3,0,4,7,6,5,6,3,3,2,3,2,3,3,2,3,0,0,0,1,0,0,0,3,3,1,2,3,3,4,4,4,3,5,2,7,4,3,2,4,3,4,2,5,3,3,4,5,1,1,18,28,12,19,31,23
1,1,0,2,4,3,3,3,3,3,3,3,3,2,4,4,2,8,8,3,3,2,5,3,3,5,5,4,4,3,4,4,4,1,3,3,0,6,2,4,4,5,3,3,3,3,3,4,3,3,3,0,0,0,1,0,0,0,3,3,3,3,3,4,5,5,5,3,4,5,3,7,4,2,5,5,3,3,3,3,2,2,5,1,5,22,21,15,18,34,24
1,0,1,4,4,5,3,2,5,4,2,1,3,2,1,1,1,8,9,4,3,3,5,4,4,5,4,4,5,3,3,4,3,2,3,4,0,6,9,6,5,3,4,4,4,2,1,4,3,2,3,0,0,0,1,0,0,0,4,4,3,2,4,2,2,1,1,6,7,4,4,3,4,4,5,5,4,2,2,5,4,4,5,5,5,22,29,17,23,37,15
1,0,1,3,4,1,1,4,5,1,1,1,1,1,1,1,1,10,10,4,1,5,5,3,5,5,4,5,5,1,1,1,2,2,5,4,0,6,9,7,6,6,3,3,3,3,2,4,4,3,2,0,0,0,1,0,0,0,1,2,4,1,4,6,1,6,1,2,1,1,2,1,5,4,2,5,1,5,2,5,4,5,5,5,1,16,34,12,18,38,8
